Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-15,9.949999809265137,9.989999771118164,9.90999984741211,9.989999771118164,1463600,0,0
2021-06-16,9.989999771118164,10.0,9.930000305175781,9.949999809265137,252300,0,0
2021-06-17,10.0,10.239999771118164,9.949999809265137,9.949999809265137,43100,0,0
2021-06-18,9.949999809265137,10.229999542236328,9.460000038146973,10.0,25600,0,0
2021-06-21,9.949999809265137,10.020000457763672,9.949999809265137,10.0,86400,0,0
2021-06-22,10.010000228881836,10.039999961853027,9.970000267028809,10.020000457763672,11500,0,0
2021-06-23,9.979000091552734,10.020000457763672,9.956999778747559,10.020000457763672,26100,0,0
2021-06-24,10.0,10.020000457763672,9.984000205993652,9.984999656677246,27700,0,0
2021-06-25,10.01099967956543,10.020000457763672,10.010000228881836,10.020000457763672,126700,0,0
2021-06-28,10.050000190734863,10.069999694824219,9.989999771118164,10.0,29700,0,0
2021-06-29,10.029999732971191,10.088000297546387,9.970000267028809,10.039999961853027,62100,0,0
2021-06-30,10.069999694824219,10.074999809265137,10.0600004196167,10.069999694824219,11000,0,0
2021-07-01,10.069999694824219,10.069999694824219,10.055000305175781,10.0600004196167,128000,0,0
2021-07-02,10.050000190734863,10.0600004196167,10.038999557495117,10.038999557495117,92100,0,0
2021-07-06,10.0600004196167,10.09000015258789,10.04699993133545,10.069999694824219,87100,0,0
2021-07-07,10.0600004196167,10.069999694824219,10.039999961853027,10.039999961853027,54300,0,0
2021-07-08,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,0,0
2021-07-09,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,4900,0,0
2021-07-12,10.069999694824219,10.069999694824219,10.039999961853027,10.0600004196167,33600,0,0
2021-07-13,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,20100,0,0
2021-07-14,10.140000343322754,10.199999809265137,10.140000343322754,10.199999809265137,7500,0,0
2021-07-15,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,60200,0,0
2021-07-16,10.100000381469727,10.119999885559082,10.100000381469727,10.119999885559082,122500,0,0
2021-07-19,10.170000076293945,10.170000076293945,10.119999885559082,10.119999885559082,1100,0,0
2021-07-20,10.119999885559082,10.180000305175781,10.119999885559082,10.170000076293945,7400,0,0
2021-07-21,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,500,0,0
2021-07-22,10.119999885559082,10.130000114440918,10.119999885559082,10.130000114440918,11300,0,0
2021-07-23,10.119999885559082,10.149999618530273,10.119999885559082,10.149999618530273,4400,0,0
2021-07-26,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0,0,0
2021-07-27,10.15999984741211,10.15999984741211,10.119999885559082,10.119999885559082,40100,0,0
2021-07-28,10.1899995803833,10.1899995803833,10.1899995803833,10.1899995803833,100,0,0
2021-07-29,10.1899995803833,10.1899995803833,10.1899995803833,10.1899995803833,0,0,0
2021-08-03,10.15999984741211,10.17199993133545,10.15999984741211,10.15999984741211,1600,0,0
2021-08-04,10.119999885559082,10.220000267028809,10.071000099182129,10.218000411987305,780000,0,0
2021-08-05,10.210000038146973,10.25,10.210000038146973,10.220999717712402,1500000,0,0
2021-08-06,10.25,10.25,10.173999786376953,10.25,950000,0,0
2021-08-09,10.189000129699707,10.189000129699707,10.189000129699707,10.189000129699707,10000,0,0
2021-08-10,10.25,10.25,10.239999771118164,10.25,1120000,0,0
2021-08-11,10.25,10.25,10.25,10.25,10000,0,0
2021-08-12,10.208000183105469,10.208000183105469,10.208000183105469,10.208000183105469,10000,0,0
2021-08-13,10.208000183105469,10.208000183105469,10.208000183105469,10.208000183105469,0,0,0
2021-08-17,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10000,0,0
2021-08-18,10.1899995803833,10.210000038146973,10.029999732971191,10.029999732971191,750000,0,0
